LAT;;;;;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584
LON;;;;;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327
ASL;;;;;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000
CITY;;;;;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel
DOMAIN;;;;;NEMS4;NEMS12;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4
LEVEL;;;;;2 m above gnd;sfc;sfc;sfc;10 m above gnd;10 m above gnd;2 m above gnd;2 m above gnd;sfc;sfc;10 m above gnd;10 m above gnd
NAME;;;;;Temperature;Total Precipitation;Snowfall amount;Total cloud cover;Wind speed;Wind direction;Temperature;Temperature;Total cloud cover;Total cloud cover;Wind speed;Wind speed
UNIT;;;;;°C;mm;cm;%;km/h;°;°C;°C;%;%;km/h;km/h
AGGREGATION;;;;;daily mean;daily sum;daily sum;daily mean;daily mean;daily mean;daily max;daily min;daily max;daily min;daily max;daily min
UTC_OFFSET;;;;;2;2;2;2;2;2;2;2;2;2;2;2

Year;Month;Day;Hour;Minute;Temperature daily mean [2 m above gnd];Total Precipitation daily sum [sfc];Snowfall amount daily sum [sfc];Total cloud cover daily mean [sfc];Wind speed daily mean [10 m above gnd];Wind direction daily mean [10 m above gnd];Temperature daily max [2 m above gnd];Temperature daily min [2 m above gnd];Total cloud cover daily max [sfc];Total cloud cover daily min [sfc];Wind speed daily max [10 m above gnd];Wind speed daily min [10 m above gnd]
2009;07;29;00;00;21.06;0.00;0.00;4.49;5.56;142.95;26.78;13.21;100.00;0.00;10.50;1.80
2009;07;30;00;00;20.31;0.00;0.00;39.68;14.39;262.50;23.14;17.42;100.00;0.00;32.79;4.02
2009;07;31;00;00;18.28;0.00;0.00;72.43;5.68;193.09;23.98;13.63;100.00;7.20;11.97;1.84
2009;08;01;00;00;20.90;0.00;0.00;10.59;8.00;107.31;28.22;14.26;98.00;0.00;16.06;1.08
2009;08;02;00;00;19.29;1.70;0.00;30.65;11.84;217.24;23.16;13.49;100.00;0.00;22.69;0.72
2009;08;03;00;00;17.09;0.00;0.00;74.42;4.33;270.38;21.27;12.30;100.00;15.00;8.08;1.06
2009;08;04;00;00;18.74;0.00;0.00;15.33;6.93;143.22;23.57;13.19;32.00;0.00;12.99;1.58
2009;08;05;00;00;19.64;0.00;0.00;8.13;8.75;97.64;26.49;12.81;100.00;0.00;16.17;0.36
2009;08;06;00;00;21.82;0.00;0.00;2.45;8.32;105.37;27.88;16.12;26.00;0.00;13.56;2.19
2009;08;07;00;00;22.76;0.50;0.00;18.80;8.51;219.49;28.05;16.78;100.00;0.00;11.92;1.48
2009;08;08;00;00;19.95;20.50;0.00;99.33;6.02;203.37;23.19;17.83;100.00;88.00;12.31;0.00
2009;08;09;00;00;20.71;0.80;0.00;72.38;5.51;206.89;26.08;16.02;100.00;5.10;9.42;0.00
2009;08;10;00;00;19.66;5.80;0.00;88.17;8.30;252.28;21.98;16.40;100.00;6.00;13.32;3.98
2009;08;11;00;00;19.23;0.00;0.00;76.50;9.22;253.69;24.32;14.12;100.00;18.00;17.86;4.52
2009;08;12;00;00;21.03;0.00;0.00;32.19;6.48;298.87;25.53;16.03;100.00;0.00;11.44;1.96
2009;08;13;00;00;21.20;1.00;0.00;52.08;9.29;265.09;25.58;16.99;100.00;0.00;17.55;2.62
2009;08;14;00;00;20.30;0.00;0.00;52.08;5.72;309.37;24.29;16.37;100.00;0.00;9.83;1.48
2009;08;15;00;00;22.19;0.00;0.00;0.00;4.18;160.01;28.06;16.05;0.00;0.00;7.92;1.80
2009;08;16;00;00;24.79;0.00;0.00;16.86;5.27;165.45;30.49;18.66;100.00;0.00;11.52;0.36
2009;08;17;00;00;25.19;9.20;0.00;41.69;8.66;195.05;30.88;20.11;100.00;0.00;20.63;0.51
2009;08;18;00;00;24.05;0.00;0.00;19.72;4.84;197.61;28.57;18.84;100.00;0.00;8.94;2.25
2009;08;19;00;00;23.70;0.00;0.00;1.46;4.39;111.05;29.96;16.91;34.00;0.00;8.64;1.08
2009;08;20;00;00;26.47;0.00;0.00;3.98;7.30;167.15;32.36;19.06;72.00;0.00;11.27;3.62
2009;08;21;00;00;22.92;3.60;0.00;62.94;10.32;257.70;26.26;19.38;100.00;0.00;18.29;0.36
2009;08;22;00;00;17.45;0.20;0.00;72.75;10.66;193.41;19.60;14.89;100.00;0.00;17.71;3.67
2009;08;23;00;00;17.50;0.00;0.00;0.35;11.50;104.72;24.29;10.54;4.50;0.00;20.32;1.08
2009;08;24;00;00;21.99;5.20;0.00;5.47;8.92;154.89;30.09;14.31;100.00;0.00;13.18;1.80
2009;08;25;00;00;21.66;9.00;0.00;75.83;7.55;232.40;25.57;18.95;100.00;9.00;15.99;2.41
2009;08;26;00;00;20.77;5.30;0.00;57.58;4.48;171.31;24.76;17.30;100.00;0.00;8.77;1.30
2009;08;27;00;00;22.56;0.00;0.00;11.12;4.69;196.06;26.68;17.90;91.00;0.00;8.31;1.30
2009;08;28;00;00;20.93;0.00;0.00;47.38;13.82;231.94;23.25;15.90;100.00;0.00;25.17;1.08
2009;08;29;00;00;16.60;0.00;0.00;32.96;9.08;262.49;19.20;13.25;100.00;0.00;15.78;3.32
2009;08;30;00;00;15.95;0.00;0.00;1.30;5.21;250.96;21.23;9.70;5.40;0.00;9.83;0.72
2009;08;31;00;00;18.72;0.00;0.00;0.23;9.83;123.20;25.50;12.01;4.20;0.00;16.52;4.39
2009;09;01;00;00;22.41;5.00;0.00;24.71;9.16;193.84;30.63;13.22;100.00;0.00;16.89;3.88
2009;09;02;00;00;19.60;0.60;0.00;82.47;7.48;260.20;22.87;16.00;100.00;3.90;17.07;0.72
2009;09;03;00;00;18.45;2.10;0.00;78.92;18.62;215.69;21.68;15.19;100.00;0.00;30.38;3.62
2009;09;04;00;00;16.00;5.60;0.00;69.88;18.49;264.33;20.73;12.20;100.00;1.00;39.29;9.06
2009;09;05;00;00;13.44;0.00;0.00;29.42;12.02;265.98;17.60;8.53;100.00;0.00;19.16;3.62
2009;09;06;00;00;15.40;0.00;0.00;18.33;4.02;141.55;19.92;10.70;100.00;0.00;7.99;0.72
2009;09;07;00;00;17.51;0.00;0.00;21.40;8.05;108.86;23.78;10.34;71.00;0.00;17.45;1.61
2009;09;08;00;00;19.34;0.00;0.00;0.00;6.98;105.02;25.29;13.16;0.00;0.00;11.75;1.02
2009;09;09;00;00;17.78;0.00;0.00;0.00;5.65;171.81;23.49;12.07;0.00;0.00;11.97;1.80
2009;09;10;00;00;18.39;0.00;0.00;27.33;7.83;59.09;24.68;10.35;100.00;0.00;16.62;0.98
2009;09;11;00;00;17.05;0.00;0.00;57.33;10.48;134.07;22.40;12.49;100.00;10.00;21.97;2.88
2009;09;12;00;00;15.24;0.00;0.00;45.89;8.06;197.88;20.99;9.60;100.00;0.00;16.58;0.80
2009;09;13;00;00;14.15;0.00;0.00;25.69;10.50;243.37;19.33;9.77;100.00;0.00;21.96;3.60
2009;09;14;00;00;12.18;4.10;0.00;68.38;11.15;243.73;15.09;9.80;100.00;0.00;19.20;2.90
2009;09;15;00;00;12.18;0.00;0.00;77.00;5.88;274.87;19.56;8.01;100.00;0.00;10.79;0.80
2009;09;16;00;00;15.85;0.30;0.00;87.92;5.14;282.21;21.24;10.82;100.00;19.20;10.83;1.14
2009;09;17;00;00;16.34;15.00;0.00;100.00;6.86;278.66;18.88;14.48;100.00;100.00;21.54;1.30
2009;09;18;00;00;18.24;0.90;0.00;53.25;4.43;209.40;22.22;14.42;100.00;0.00;7.86;0.72
2009;09;19;00;00;17.36;0.60;0.00;79.62;8.98;267.00;19.23;14.98;100.00;0.00;20.99;2.10
2009;09;20;00;00;18.10;1.00;0.00;55.75;2.36;205.91;21.08;15.06;100.00;0.00;4.10;1.08
2009;09;21;00;00;17.96;0.30;0.00;58.38;6.01;255.40;21.71;14.50;100.00;0.00;13.58;0.51
2009;09;22;00;00;18.26;0.00;0.00;34.57;5.25;298.54;23.38;14.51;100.00;0.00;14.51;0.36
2009;09;23;00;00;18.41;0.00;0.00;24.00;5.33;284.70;23.41;13.79;100.00;0.00;11.87;1.48
2009;09;24;00;00;17.59;0.00;0.00;29.56;7.75;296.05;22.20;13.78;100.00;0.00;17.73;2.19
2009;09;25;00;00;16.21;0.40;0.00;44.92;7.74;260.18;20.97;13.18;100.00;0.00;14.35;4.35
2009;09;26;00;00;14.62;0.00;0.00;25.25;4.56;255.46;20.08;10.05;100.00;0.00;7.07;1.14
2009;09;27;00;00;16.48;0.00;0.00;28.95;3.78;213.23;21.99;11.26;100.00;0.00;7.70;0.00
2009;09;28;00;00;17.58;0.00;0.00;13.40;6.40;285.30;21.53;13.74;92.00;0.00;13.38;1.80
2009;09;29;00;00;17.02;0.00;0.00;11.96;4.90;263.78;21.71;13.11;76.00;0.00;9.67;1.30
2009;09;30;00;00;16.32;0.00;0.00;0.95;4.19;279.55;21.11;12.28;7.20;0.00;7.42;1.14
2009;10;01;00;00;16.48;0.00;0.00;7.08;6.32;209.77;20.35;12.32;42.00;0.00;13.85;1.53
2009;10;02;00;00;14.49;0.00;0.00;15.39;6.10;222.68;18.50;10.53;100.00;0.00;17.21;0.00
2009;10;03;00;00;13.18;0.00;0.00;5.53;7.29;211.93;18.00;8.17;52.00;0.00;17.70;0.36
2009;10;04;00;00;12.82;0.00;0.00;0.36;11.30;234.37;16.97;9.11;2.70;0.00;23.51;3.05
2009;10;05;00;00;13.50;6.10;0.00;70.10;8.83;131.38;19.24;8.57;100.00;0.00;16.52;5.01
2009;10;06;00;00;18.47;3.10;0.00;80.03;6.45;151.09;22.97;14.58;100.00;2.40;12.50;0.72
2009;10;07;00;00;20.47;0.60;0.00;27.85;7.76;139.36;26.39;13.82;100.00;0.00;14.80;3.08
2009;10;08;00;00;18.47;9.20;0.00;94.17;10.06;213.62;22.72;15.81;100.00;60.00;19.80;3.89
2009;10;09;00;00;15.48;0.00;0.00;78.79;5.47;225.21;17.35;13.17;100.00;0.00;12.98;1.14
2009;10;10;00;00;15.17;14.70;0.00;74.15;12.70;247.26;17.02;12.82;100.00;0.00;20.52;5.19
2009;10;11;00;00;13.42;2.40;0.00;47.93;13.38;262.74;17.48;9.91;100.00;0.00;22.10;5.62
2009;10;12;00;00;11.20;6.90;0.00;67.88;24.94;298.52;14.14;7.74;100.00;0.00;37.10;6.30
2009;10;13;00;00;8.26;0.00;0.00;24.08;9.29;300.43;10.90;5.88;100.00;0.00;14.51;3.08
2009;10;14;00;00;5.69;0.00;0.00;59.54;9.90;187.67;8.32;3.27;100.00;0.00;18.84;1.80
2009;10;15;00;00;3.08;0.00;0.00;32.93;9.34;191.83;7.03;-0.69;100.00;0.00;21.61;1.80
2009;10;16;00;00;5.30;1.70;0.00;61.94;11.71;251.99;10.50;0.60;100.00;0.00;27.15;2.81
2009;10;17;00;00;6.53;2.60;0.00;88.62;14.69;312.48;8.01;5.09;100.00;13.00;19.93;6.29
2009;10;18;00;00;5.39;0.40;0.00;61.38;7.71;211.51;8.45;2.58;100.00;0.00;18.00;4.10
2009;10;19;00;00;4.90;0.00;0.00;21.32;8.81;119.93;10.48;0.93;100.00;0.00;16.17;2.90
2009;10;20;00;00;7.80;0.00;0.00;28.82;17.38;119.21;15.40;1.04;100.00;0.00;23.28;10.79
2009;10;21;00;00;10.93;0.00;0.00;45.38;15.65;112.88;16.07;5.48;100.00;3.90;21.13;6.99
2009;10;22;00;00;12.00;0.70;0.00;64.41;5.96;129.55;15.74;8.76;100.00;0.00;11.77;0.80
2009;10;23;00;00;10.76;6.60;0.00;68.71;7.76;230.46;13.43;8.21;100.00;0.00;15.94;1.84
2009;10;24;00;00;11.78;0.00;0.00;53.30;7.60;132.15;17.15;6.62;100.00;0.00;14.29;4.55
2009;10;25;00;00;12.97;0.00;0.00;80.58;7.43;192.42;15.61;9.80;100.00;3.30;14.04;2.52
2009;10;26;00;00;11.37;0.00;0.00;12.43;8.25;244.77;14.12;8.55;100.00;0.00;15.19;3.08
2009;10;27;00;00;10.81;0.00;0.00;3.31;5.94;120.40;15.47;6.63;13.80;0.00;10.08;1.48
2009;10;28;00;00;10.78;0.00;0.00;29.34;5.26;130.23;15.59;5.04;100.00;1.80;7.73;0.80
2009;10;29;00;00;12.17;0.00;0.00;28.48;5.25;235.54;15.76;9.78;100.00;4.80;11.44;0.72
2009;10;30;00;00;8.68;0.00;0.00;27.55;4.85;195.46;11.56;4.95;100.00;0.00;15.07;0.36
2009;10;31;00;00;9.05;0.00;0.00;55.04;7.10;122.08;13.24;4.89;100.00;2.70;15.58;0.72
2009;11;01;00;00;12.05;0.00;0.00;35.71;7.60;128.29;17.73;6.27;100.00;0.60;12.89;4.02
2009;11;02;00;00;11.76;18.70;0.00;99.12;16.35;245.28;16.59;7.70;100.00;79.00;32.50;0.36
2009;11;03;00;00;8.05;2.50;0.00;76.38;11.35;225.71;12.11;4.98;100.00;0.00;20.32;2.62
2009;11;04;00;00;10.13;4.90;0.00;54.50;27.18;243.91;12.25;7.72;100.00;0.00;38.13;14.26
2009;11;05;00;00;8.27;3.10;0.00;48.79;11.78;237.33;11.57;5.25;100.00;0.00;21.93;4.74
2009;11;06;00;00;7.12;0.00;0.00;59.88;9.59;224.23;9.92;4.02;100.00;0.00;17.46;3.55
2009;11;07;00;00;5.63;10.10;0.00;57.71;12.31;169.71;9.61;1.44;100.00;0.00;28.02;4.32
2009;11;08;00;00;6.61;0.60;0.00;95.71;10.56;175.57;9.17;4.68;100.00;61.00;28.82;1.30
2009;11;09;00;00;5.64;3.40;0.00;93.33;13.98;322.83;6.50;4.02;100.00;20.00;20.00;7.24
2009;11;10;00;00;5.50;0.70;0.00;89.79;9.83;270.40;7.40;4.16;100.00;17.00;14.42;4.33
2009;11;11;00;00;6.33;0.30;0.00;58.75;5.41;190.28;8.25;4.49;100.00;0.00;11.53;0.72
2009;11;12;00;00;6.51;0.20;0.00;55.92;7.90;159.50;13.42;0.91;100.00;0.00;11.57;1.08
2009;11;13;00;00;11.48;0.90;0.00;80.60;10.31;140.81;17.04;7.25;100.00;3.60;15.54;5.86
2009;11;14;00;00;11.17;0.90;0.00;73.91;11.30;178.93;18.80;5.47;100.00;0.00;17.37;3.60
2009;11;15;00;00;11.74;3.30;0.00;70.65;8.21;142.73;16.36;8.04;100.00;0.00;10.69;1.80
2009;11;16;00;00;13.10;1.80;0.00;100.00;7.53;145.62;15.05;9.75;100.00;100.00;16.43;0.36
2009;11;17;00;00;15.66;0.40;0.00;60.50;10.01;199.70;20.31;11.46;100.00;0.00;21.96;4.68
2009;11;18;00;00;11.42;0.00;0.00;29.18;8.16;250.86;14.26;9.11;100.00;0.00;16.56;2.19
2009;11;19;00;00;9.79;0.00;0.00;0.73;9.40;109.89;14.94;6.74;5.10;0.00;12.26;5.59
2009;11;20;00;00;10.80;0.00;0.00;30.20;9.08;113.10;15.80;3.97;100.00;0.00;13.85;5.09
2009;11;21;00;00;11.91;0.00;0.00;62.50;10.22;114.64;16.38;8.94;100.00;1.50;16.30;6.92
2009;11;22;00;00;10.87;0.70;0.00;77.31;12.59;182.57;13.76;8.17;100.00;0.00;31.73;3.40
2009;11;23;00;00;11.30;2.40;0.00;66.79;31.61;240.03;13.42;8.87;100.00;0.00;42.42;23.56
2009;11;24;00;00;12.21;6.30;0.00;81.97;28.04;245.49;13.96;10.32;100.00;5.70;44.74;9.45
2009;11;25;00;00;9.21;0.00;0.00;9.21;7.52;134.23;13.90;3.69;57.00;0.00;10.64;2.55
2009;11;26;00;00;10.05;0.20;0.00;71.20;12.53;242.09;12.30;8.35;100.00;0.00;22.55;6.30
2009;11;27;00;00;8.41;0.40;0.00;66.70;13.89;216.50;10.64;6.09;100.00;5.00;27.77;5.86
2009;11;28;00;00;8.61;0.00;0.00;54.12;14.78;204.46;12.23;3.93;100.00;0.00;24.29;6.99
2009;11;29;00;00;8.39;0.00;0.00;93.96;14.72;147.50;10.24;4.90;100.00;23.00;35.82;5.12
2009;11;30;00;00;3.66;31.70;3.36;100.00;9.20;248.15;5.38;1.84;100.00;100.00;20.88;3.10
2009;12;01;00;00;4.90;4.10;0.00;81.21;10.57;263.68;7.61;3.53;100.00;0.00;18.06;5.40
2009;12;02;00;00;4.23;0.00;0.00;69.42;11.26;156.98;7.81;0.71;100.00;2.70;17.34;4.90
2009;12;03;00;00;6.59;7.50;0.00;97.71;10.89;150.45;11.42;2.94;100.00;54.00;14.39;4.68
2009;12;04;00;00;5.11;0.50;0.00;75.25;9.27;294.68;7.96;1.97;100.00;0.00;17.37;2.97
2009;12;05;00;00;4.95;0.00;0.00;71.02;8.76;165.27;11.62;-0.33;100.00;0.00;18.51;2.16
2009;12;06;00;00;9.13;0.00;0.00;97.42;13.67;161.26;13.80;4.55;100.00;66.00;25.77;6.92
2009;12;07;00;00;11.60;4.20;0.00;85.57;8.97;165.70;14.12;9.31;100.00;24.60;23.09;2.41
2009;12;08;00;00;7.78;7.00;0.00;69.62;21.56;248.83;11.48;5.21;100.00;0.00;33.91;11.97
2009;12;09;00;00;5.76;0.40;0.00;29.95;8.20;143.26;9.31;3.21;100.00;0.00;17.94;5.40
2009;12;10;00;00;6.88;4.30;0.00;78.93;12.36;195.90;10.69;3.57;100.00;0.00;22.67;5.00
2009;12;11;00;00;5.30;2.90;0.00;82.29;15.02;289.96;6.68;3.89;100.00;0.00;19.96;10.81
2009;12;12;00;00;3.78;2.30;0.56;93.54;17.62;87.71;5.18;1.82;100.00;22.00;22.71;10.81
2009;12;13;00;00;0.06;0.00;0.00;13.25;14.12;71.18;2.85;-2.25;71.00;0.00;23.07;5.63
2009;12;14;00;00;-1.58;0.00;0.00;0.00;17.25;82.89;1.98;-3.11;0.00;0.00;22.18;13.14
2009;12;15;00;00;-2.54;0.00;0.00;22.79;13.81;77.20;-0.07;-4.11;72.00;0.00;21.19;6.03
2009;12;16;00;00;-2.18;0.00;0.00;40.29;8.86;84.49;0.40;-5.19;100.00;0.00;12.98;2.16
2009;12;17;00;00;-3.35;0.00;0.00;30.92;2.93;189.09;-1.49;-4.55;70.00;0.00;6.29;1.14
2009;12;18;00;00;-3.63;0.00;0.00;81.04;12.99;176.41;-0.98;-5.65;100.00;2.00;20.99;5.62
2009;12;19;00;00;-6.91;0.90;0.21;76.71;22.20;313.94;-3.85;-9.53;100.00;37.00;33.62;9.11
2009;12;20;00;00;-5.28;1.10;0.00;49.21;29.78;221.13;1.61;-12.51;100.00;0.00;70.54;5.01
2009;12;21;00;00;2.17;3.20;0.98;96.03;27.20;165.10;4.36;0.11;100.00;4.80;53.27;4.02
2009;12;22;00;00;7.28;0.00;0.00;65.56;21.88;171.46;11.26;2.36;100.00;0.00;48.08;3.10
2009;12;23;00;00;4.77;3.00;0.56;88.58;11.22;203.95;6.77;1.64;100.00;1.20;21.99;3.98
2009;12;24;00;00;5.37;11.30;0.00;89.90;12.26;105.77;7.85;1.89;100.00;3.90;22.67;1.53
2009;12;25;00;00;5.96;6.40;0.00;44.67;29.91;237.26;9.71;2.88;100.00;0.00;41.04;6.76
2009;12;26;00;00;1.84;0.00;0.00;30.90;8.05;180.45;5.31;-1.50;100.00;0.00;19.00;0.80
2009;12;27;00;00;3.19;2.50;0.00;63.25;12.89;223.65;8.74;0.49;100.00;0.00;30.97;2.74
2009;12;28;00;00;4.55;2.10;0.00;91.62;12.97;179.07;6.78;3.47;100.00;0.00;29.37;3.83
2009;12;29;00;00;6.99;5.70;0.00;91.54;18.40;160.77;12.32;2.70;100.00;9.00;27.00;4.58
2009;12;30;00;00;10.04;18.00;0.00;95.83;14.99;196.21;11.44;8.26;100.00;0.00;28.50;3.55
2009;12;31;00;00;8.51;3.20;0.00;65.57;8.81;188.62;10.64;6.54;100.00;0.00;17.37;3.40
2010;01;01;00;00;4.76;3.60;0.14;99.21;11.23;207.85;7.18;2.40;100.00;82.00;22.18;3.60
2010;01;02;00;00;-0.80;0.90;0.00;37.58;27.11;275.81;1.34;-2.96;100.00;0.00;41.48;16.55
2010;01;03;00;00;-0.89;0.00;0.00;20.72;6.82;137.11;1.91;-3.14;100.00;0.00;15.82;1.08
2010;01;04;00;00;-3.15;0.00;0.00;24.75;5.56;215.08;-0.26;-5.50;100.00;0.00;10.50;1.44
2010;01;05;00;00;-3.33;0.00;0.00;89.17;5.77;264.33;-0.42;-7.11;100.00;0.00;12.43;0.00
2010;01;06;00;00;-2.04;0.30;0.14;84.54;8.97;286.33;1.17;-4.13;100.00;0.00;22.21;0.36
2010;01;07;00;00;-0.05;0.40;0.00;65.29;10.52;184.58;4.25;-2.77;100.00;0.00;15.95;2.88
2010;01;08;00;00;-0.37;1.00;2.17;100.00;19.43;137.07;2.91;-2.01;100.00;100.00;33.37;2.19
2010;01;09;00;00;-1.67;3.30;4.90;100.00;18.11;125.06;-0.06;-3.05;100.00;100.00;28.09;9.37
2010;01;10;00;00;-3.28;3.40;0.28;58.58;14.78;297.46;-1.30;-4.87;100.00;0.00;26.80;2.31
2010;01;11;00;00;-4.12;0.00;0.00;44.58;5.39;258.67;-1.62;-7.74;100.00;0.00;8.71;0.00
2010;01;12;00;00;-2.14;0.00;0.00;38.96;11.83;164.22;1.37;-4.78;100.00;0.00;23.05;1.30
2010;01;13;00;00;1.31;1.90;0.49;98.88;14.95;147.77;4.28;-1.46;100.00;86.00;25.76;3.60
2010;01;14;00;00;1.68;0.00;0.00;71.29;9.88;189.68;4.66;-0.68;100.00;0.00;17.23;2.19
2010;01;15;00;00;1.68;0.00;0.00;58.67;4.72;247.83;5.49;-1.16;100.00;0.00;10.46;0.36
2010;01;16;00;00;2.47;1.00;0.00;39.90;14.86;129.95;6.98;-2.59;100.00;0.00;32.33;4.21
2010;01;17;00;00;6.34;4.30;0.00;75.17;25.90;246.64;7.58;3.29;100.00;0.00;38.34;12.50
2010;01;18;00;00;4.58;0.00;0.00;100.00;5.03;176.85;6.34;3.31;100.00;100.00;12.60;0.00
2010;01;19;00;00;2.06;0.00;0.00;54.33;6.85;174.17;5.50;-1.36;100.00;0.00;10.50;2.28
2010;01;20;00;00;1.70;1.40;0.00;65.75;8.57;134.78;6.41;-3.27;100.00;0.00;17.55;1.02
2010;01;21;00;00;4.18;2.40;0.00;74.89;9.59;253.31;6.32;0.60;100.00;0.00;16.98;2.52
2010;01;22;00;00;2.42;0.00;0.00;33.83;7.13;118.98;5.86;-0.44;100.00;0.00;12.57;2.81
2010;01;23;00;00;0.96;0.00;0.00;56.75;10.94;120.56;6.40;-2.71;100.00;0.00;23.03;3.98
2010;01;24;00;00;3.23;1.20;0.00;100.00;5.12;194.17;7.25;-0.43;100.00;100.00;8.89;0.00
2010;01;25;00;00;2.73;3.00;0.70;83.32;11.78;262.53;4.70;-0.11;100.00;2.40;20.57;2.90
2010;01;26;00;00;-0.31;0.70;1.05;93.08;17.73;118.71;2.04;-2.28;100.00;0.00;26.89;1.48
2010;01;27;00;00;-1.88;0.00;0.00;48.77;12.25;159.09;1.08;-5.15;100.00;0.00;26.64;3.08
2010;01;28;00;00;0.11;1.40;0.49;100.00;35.51;265.90;1.61;-1.96;100.00;100.00;49.04;16.17
2010;01;29;00;00;2.32;0.80;0.00;99.92;30.14;243.69;4.58;0.66;100.00;98.00;42.20;12.82
2010;01;30;00;00;-0.45;2.90;1.47;87.50;26.03;283.29;1.67;-3.05;100.00;0.00;35.60;15.60
2010;01;31;00;00;-2.10;3.10;0.28;64.92;23.49;242.39;1.46;-5.29;100.00;10.00;39.33;5.01
2010;02;01;00;00;-2.08;0.80;1.12;49.10;23.07;227.47;2.43;-5.29;100.00;0.00;56.11;5.09
2010;02;02;00;00;1.16;0.10;0.00;80.25;31.02;241.82;4.34;-2.00;100.00;0.00;47.17;12.10
2010;02;03;00;00;4.89;6.80;0.00;94.25;37.04;239.87;7.16;2.35;100.00;10.00;52.12;7.56
2010;02;04;00;00;4.28;0.00;0.00;60.67;11.82;122.67;9.03;-1.67;100.00;2.40;21.12;6.64
2010;02;05;00;00;4.98;5.90;0.00;99.71;10.44;172.02;7.92;2.24;100.00;93.00;19.80;3.05
2010;02;06;00;00;4.46;0.60;0.00;69.54;7.59;172.51;7.20;1.81;100.00;13.00;12.90;3.22
2010;02;07;00;00;2.87;0.90;0.42;75.21;8.54;244.61;5.33;0.31;100.00;0.00;15.84;1.84
2010;02;08;00;00;0.88;0.00;0.00;37.67;7.63;103.53;4.88;-3.14;100.00;0.00;15.55;1.61
2010;02;09;00;00;2.05;0.00;0.00;80.58;11.86;188.98;5.47;-1.95;100.00;2.00;15.75;6.62
2010;02;10;00;00;-2.57;1.20;0.63;78.21;26.36;310.55;1.33;-4.63;100.00;0.00;34.93;0.36
2010;02;11;00;00;-2.42;0.00;0.00;96.67;20.37;30.49;0.92;-6.42;100.00;55.00;31.44;4.90
2010;02;12;00;00;-1.06;0.70;0.91;96.33;13.18;33.37;1.11;-3.86;100.00;39.00;23.07;2.97
2010;02;13;00;00;-1.40;0.50;0.00;58.92;6.59;108.86;1.92;-4.89;100.00;0.00;12.26;0.72
2010;02;14;00;00;-1.02;0.00;0.00;69.58;4.65;289.85;4.17;-4.85;100.00;25.00;10.14;0.80
2010;02;15;00;00;-1.81;0.00;0.00;16.46;5.00;150.40;2.24;-5.36;84.00;0.00;9.39;1.94
2010;02;16;00;00;0.58;0.00;0.00;31.54;9.43;116.59;6.62;-4.65;100.00;0.00;15.95;3.22
2010;02;17;00;00;3.37;4.50;0.00;100.00;10.80;115.67;6.51;0.83;100.00;100.00;16.79;5.24
2010;02;18;00;00;6.48;2.10;0.00;81.21;8.98;177.87;10.14;2.85;100.00;0.00;14.40;2.19
2010;02;19;00;00;4.98;3.80;0.00;96.58;12.71;213.09;6.31;3.17;100.00;18.00;21.32;3.67
2010;02;20;00;00;2.75;1.40;0.07;41.11;12.63;244.26;6.43;0.12;100.00;0.00;29.60;2.41
2010;02;21;00;00;4.52;0.00;0.00;43.75;14.93;207.07;9.83;0.57;100.00;0.00;22.90;5.40
2010;02;22;00;00;8.11;0.30;0.00;69.80;12.09;174.86;14.70;2.59;100.00;0.30;21.47;6.88
2010;02;23;00;00;9.86;2.80;0.00;94.08;17.95;219.20;13.12;7.31;100.00;56.00;28.59;6.29
2010;02;24;00;00;8.95;2.40;0.00;62.88;9.72;184.13;13.26;4.93;100.00;0.00;16.34;5.15
2010;02;25;00;00;8.52;6.00;0.00;69.59;15.37;186.16;13.52;3.07;100.00;2.00;25.54;5.35
2010;02;26;00;00;7.66;7.70;0.00;66.54;26.36;227.16;9.92;4.58;100.00;0.00;50.24;5.35
2010;02;27;00;00;6.86;0.40;0.00;37.52;11.75;151.23;13.11;2.17;100.00;0.00;22.67;5.76
2010;02;28;00;00;8.74;0.80;0.00;53.33;34.80;191.77;13.89;4.73;100.00;0.00;47.93;17.57
2010;03;01;00;00;6.59;0.00;0.00;45.04;12.51;269.78;10.57;1.55;100.00;0.00;34.21;1.80
2010;03;02;00;00;6.74;4.50;0.00;83.46;10.32;262.00;9.20;4.64;100.00;0.00;22.37;1.44
2010;03;03;00;00;5.24;0.00;0.00;73.80;16.21;83.99;9.62;0.17;100.00;3.00;30.96;3.32
2010;03;04;00;00;3.60;0.00;0.84;83.50;14.65;112.69;8.49;-0.41;100.00;0.00;27.66;7.39
2010;03;05;00;00;-0.38;0.00;0.00;7.50;10.92;277.37;2.76;-3.73;67.00;0.00;21.90;1.14
2010;03;06;00;00;-0.08;3.50;1.05;70.08;31.61;231.39;2.86;-2.12;100.00;2.00;62.07;8.40
