LAT;;;;;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584
LON;;;;;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327
ASL;;;;;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000
CITY;;;;;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel
DOMAIN;;;;;NEMS4;NEMS12;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4
LEVEL;;;;;2 m above gnd;sfc;sfc;sfc;10 m above gnd;10 m above gnd;2 m above gnd;2 m above gnd;sfc;sfc;10 m above gnd;10 m above gnd
NAME;;;;;Temperature;Total Precipitation;Snowfall amount;Total cloud cover;Wind speed;Wind direction;Temperature;Temperature;Total cloud cover;Total cloud cover;Wind speed;Wind speed
UNIT;;;;;°C;mm;cm;%;km/h;°;°C;°C;%;%;km/h;km/h
AGGREGATION;;;;;daily mean;daily sum;daily sum;daily mean;daily mean;daily mean;daily max;daily min;daily max;daily min;daily max;daily min
UTC_OFFSET;;;;;2;2;2;2;2;2;2;2;2;2;2;2

Year;Month;Day;Hour;Minute;Temperature daily mean [2 m above gnd];Total Precipitation daily sum [sfc];Snowfall amount daily sum [sfc];Total cloud cover daily mean [sfc];Wind speed daily mean [10 m above gnd];Wind direction daily mean [10 m above gnd];Temperature daily max [2 m above gnd];Temperature daily min [2 m above gnd];Total cloud cover daily max [sfc];Total cloud cover daily min [sfc];Wind speed daily max [10 m above gnd];Wind speed daily min [10 m above gnd]
2013;03;15;00;00;-0.33;0.00;0.00;23.04;13.77;307.30;4.83;-4.90;100.00;0.00;22.01;3.40
2013;03;16;00;00;3.23;0.00;0.00;39.10;16.66;130.67;10.62;-4.10;100.00;0.00;24.88;10.09
2013;03;17;00;00;6.11;0.20;0.28;100.00;20.32;125.44;11.03;1.79;100.00;100.00;39.00;4.33
2013;03;18;00;00;5.44;5.80;0.00;99.21;9.35;164.25;7.60;3.30;100.00;81.00;18.21;0.36
2013;03;19;00;00;6.37;0.90;0.00;36.46;23.07;245.20;10.71;2.72;100.00;0.00;29.35;7.70
2013;03;20;00;00;6.58;3.00;0.00;77.58;15.74;206.81;9.64;4.19;100.00;0.00;25.42;5.77
2013;03;21;00;00;6.48;1.00;0.00;62.50;10.24;231.75;10.28;1.54;100.00;0.00;17.70;1.14
2013;03;22;00;00;8.76;0.00;0.00;49.91;10.80;115.41;14.85;0.59;100.00;0.00;18.53;1.80
2013;03;23;00;00;7.81;0.50;0.00;88.32;21.20;116.23;12.92;3.52;100.00;0.00;25.57;13.85
2013;03;24;00;00;6.19;0.00;0.00;88.83;13.07;105.49;11.73;1.76;100.00;26.00;22.91;4.45
2013;03;25;00;00;4.22;1.20;0.35;100.00;8.88;191.65;7.71;1.12;100.00;100.00;16.20;0.72
2013;03;26;00;00;1.45;1.50;0.77;91.58;14.09;96.63;3.80;-0.32;100.00;33.00;25.21;3.10
2013;03;27;00;00;3.25;0.00;0.00;8.25;13.19;134.60;10.05;-2.97;58.00;0.00;23.59;1.08
2013;03;28;00;00;5.35;5.50;0.00;71.58;13.35;142.04;10.52;0.89;100.00;0.00;21.24;7.39
2013;03;29;00;00;5.01;1.20;0.00;65.67;9.02;202.99;11.40;-1.12;100.00;0.00;21.61;2.31
2013;03;30;00;00;5.39;5.10;0.00;100.00;10.35;228.31;8.88;3.57;100.00;100.00;19.35;4.32
2013;03;31;00;00;3.90;3.30;0.63;70.62;19.27;226.68;6.95;0.64;100.00;4.00;29.44;10.09
2013;04;01;00;00;5.39;0.00;0.00;13.83;18.94;90.27;11.55;-0.37;100.00;0.00;27.37;7.21
2013;04;02;00;00;5.75;0.00;0.00;12.39;7.65;216.29;12.91;-1.37;35.00;0.90;13.72;1.14
2013;04;03;00;00;7.31;0.00;0.00;38.83;9.31;183.71;12.43;2.15;100.00;0.00;19.39;0.00
2013;04;04;00;00;8.36;0.00;0.00;48.47;12.51;148.15;14.91;0.13;100.00;0.00;17.21;7.42
2013;04;05;00;00;8.17;0.00;0.00;93.38;10.30;299.88;13.17;1.36;100.00;42.00;17.64;3.32
2013;04;06;00;00;7.97;0.00;0.00;79.92;13.21;245.25;12.21;1.92;100.00;9.00;23.80;5.09
2013;04;07;00;00;6.52;0.00;0.00;45.81;11.73;175.49;11.87;-0.86;100.00;0.00;20.17;1.84
2013;04;08;00;00;6.39;2.60;0.00;89.51;11.20;160.97;9.96;1.34;100.00;4.20;19.97;2.90
2013;04;09;00;00;7.94;2.90;0.00;71.96;18.86;209.16;12.32;3.53;100.00;0.00;33.66;7.39
2013;04;10;00;00;11.05;1.50;0.00;57.25;24.65;243.80;15.08;6.55;100.00;0.00;34.70;3.32
2013;04;11;00;00;13.83;26.00;0.00;98.62;16.55;217.12;19.30;10.61;100.00;67.00;23.93;2.97
2013;04;12;00;00;11.43;8.30;0.00;60.21;22.20;250.03;14.41;7.36;100.00;0.00;34.27;14.33
2013;04;13;00;00;12.16;0.00;0.00;18.65;14.29;251.41;17.22;6.79;100.00;0.00;20.62;5.45
2013;04;14;00;00;15.89;0.00;0.00;1.53;11.85;120.98;23.70;8.19;6.60;0.00;17.25;6.13
2013;04;15;00;00;18.04;0.00;0.00;12.93;7.00;196.29;24.13;11.23;100.00;0.00;14.33;2.55
2013;04;16;00;00;18.47;2.40;0.00;58.91;8.44;228.88;21.71;15.42;100.00;3.30;16.20;1.53
2013;04;17;00;00;19.35;0.00;0.00;16.35;7.25;127.41;25.43;13.97;100.00;0.90;11.12;1.61
2013;04;18;00;00;17.57;1.20;0.00;42.68;14.89;231.81;21.45;13.43;100.00;0.00;26.81;3.83
2013;04;19;00;00;12.12;3.10;0.00;100.00;11.10;249.26;15.09;9.34;100.00;100.00;22.51;5.41
2013;04;20;00;00;9.34;4.80;0.00;100.00;19.14;62.17;13.65;6.00;100.00;100.00;33.36;2.31
2013;04;21;00;00;9.66;0.00;0.00;100.00;8.59;280.40;13.34;6.05;100.00;100.00;13.20;3.42
2013;04;22;00;00;11.96;0.00;0.00;80.44;8.52;273.41;15.69;7.92;100.00;0.60;15.50;1.84
2013;04;23;00;00;13.77;0.00;0.00;46.04;2.84;279.89;18.49;8.33;100.00;0.00;7.49;0.36
2013;04;24;00;00;16.15;0.00;0.00;3.81;4.65;197.00;22.22;9.96;30.00;0.00;7.70;2.55
2013;04;25;00;00;18.68;0.00;0.00;4.17;7.08;113.94;25.12;11.19;100.00;0.00;12.07;3.89
2013;04;26;00;00;18.47;7.00;0.00;96.71;9.37;183.29;24.09;14.53;100.00;60.00;23.31;1.14
2013;04;27;00;00;9.72;5.70;0.00;100.00;20.97;306.86;16.26;6.48;100.00;100.00;27.50;6.92
2013;04;28;00;00;9.59;0.80;0.00;94.38;10.31;303.31;14.42;5.09;100.00;15.00;15.94;1.84
2013;04;29;00;00;10.73;4.70;0.00;100.00;8.83;307.00;12.68;8.41;100.00;100.00;12.68;3.08
2013;04;30;00;00;12.33;0.00;0.00;99.17;12.94;323.48;17.22;7.80;100.00;80.00;27.07;2.97
2013;05;01;00;00;14.25;0.40;0.00;61.20;10.61;284.40;21.17;8.96;100.00;0.00;24.48;2.28
2013;05;02;00;00;15.61;1.10;0.00;61.12;5.85;204.68;20.76;10.03;100.00;0.00;10.48;0.80
2013;05;03;00;00;13.59;15.20;0.00;100.00;10.01;299.71;15.68;11.06;100.00;100.00;17.82;0.72
2013;05;04;00;00;13.59;9.30;0.00;88.96;11.46;261.75;16.90;9.22;100.00;3.00;18.51;4.21
2013;05;05;00;00;15.54;0.00;0.00;34.02;5.79;171.36;22.62;9.48;100.00;0.00;12.96;0.72
2013;05;06;00;00;15.81;0.70;0.00;65.35;8.71;286.76;20.79;10.58;100.00;4.20;16.45;1.48
2013;05;07;00;00;16.66;0.10;0.00;41.35;10.12;254.68;21.07;10.63;100.00;0.00;14.44;3.22
2013;05;08;00;00;17.26;0.00;0.00;49.25;5.49;207.88;22.49;8.32;100.00;0.00;7.29;2.98
2013;05;09;00;00;17.70;1.00;0.00;87.94;6.06;252.09;19.77;15.48;100.00;10.00;13.07;2.24
2013;05;10;00;00;14.31;4.50;0.00;100.00;9.70;277.67;15.64;13.18;100.00;100.00;17.30;3.29
2013;05;11;00;00;11.98;2.60;0.00;85.08;9.80;261.33;14.09;8.72;100.00;10.00;20.49;2.81
2013;05;12;00;00;10.02;5.40;0.00;71.29;16.52;254.98;12.46;5.67;100.00;9.00;25.62;8.62
2013;05;13;00;00;11.25;0.00;0.00;97.62;13.78;247.17;15.79;4.03;100.00;43.00;21.90;6.85
2013;05;14;00;00;14.39;0.00;0.00;38.07;7.18;220.55;19.19;8.34;100.00;0.00;11.25;2.31
2013;05;15;00;00;14.85;3.50;0.00;84.62;9.68;208.91;19.57;11.16;100.00;0.00;19.97;0.00
2013;05;16;00;00;11.69;1.20;0.00;99.33;12.57;277.13;14.47;9.85;100.00;84.00;25.20;0.72
2013;05;17;00;00;10.97;11.70;0.00;84.00;11.18;273.13;15.30;8.13;100.00;0.00;15.91;5.48
2013;05;18;00;00;14.99;0.00;0.00;31.25;14.77;143.94;22.05;8.55;100.00;0.00;30.02;3.55
2013;05;19;00;00;12.81;1.50;0.00;81.46;12.35;255.89;17.69;8.75;100.00;0.00;22.68;3.71
2013;05;20;00;00;12.06;2.30;0.00;61.25;16.29;245.16;15.92;7.83;100.00;0.00;23.75;7.70
2013;05;21;00;00;11.81;10.00;0.00;99.88;7.96;223.16;14.51;9.53;100.00;97.00;12.90;3.32
2013;05;22;00;00;11.34;8.70;0.00;100.00;14.55;279.79;12.88;9.64;100.00;100.00;19.45;4.10
2013;05;23;00;00;9.88;2.20;0.00;87.08;14.63;287.38;14.33;6.54;100.00;21.00;34.95;1.84
2013;05;24;00;00;7.76;0.20;0.00;57.38;8.06;272.78;10.81;4.07;100.00;10.00;14.35;0.36
2013;05;25;00;00;9.66;0.80;0.00;56.12;11.54;226.69;12.68;5.29;100.00;4.00;21.39;4.35
2013;05;26;00;00;9.76;0.60;0.00;78.96;22.36;262.99;13.02;5.66;100.00;0.00;32.41;10.39
2013;05;27;00;00;13.57;0.00;0.00;43.24;8.49;272.28;18.74;5.47;100.00;0.00;18.06;1.84
2013;05;28;00;00;14.77;4.10;0.00;63.41;10.35;188.34;21.44;9.89;100.00;0.00;25.76;2.55
2013;05;29;00;00;10.82;10.90;0.00;74.33;15.52;261.85;13.53;7.90;100.00;0.00;20.80;7.95
2013;05;30;00;00;12.00;0.10;0.00;63.46;9.66;264.65;15.58;7.19;100.00;0.00;13.91;0.36
2013;05;31;00;00;11.63;21.40;0.00;100.00;21.34;279.29;15.34;9.50;100.00;100.00;34.47;8.67
2013;06;01;00;00;13.91;9.80;0.00;95.21;20.90;289.14;16.74;10.72;100.00;56.00;28.59;13.85
2013;06;02;00;00;14.70;0.00;0.00;42.91;18.84;241.63;18.58;10.55;100.00;0.00;24.93;8.71
2013;06;03;00;00;13.01;0.00;0.00;65.50;12.54;156.66;17.54;7.16;100.00;0.00;25.86;1.48
2013;06;04;00;00;15.20;0.00;0.00;54.43;7.26;118.87;22.11;7.13;100.00;0.00;13.36;2.10
2013;06;05;00;00;18.00;0.00;0.00;7.55;3.59;156.45;24.10;9.88;95.00;0.00;7.59;0.36
2013;06;06;00;00;20.43;0.00;0.00;4.09;7.72;84.42;25.49;14.02;10.00;0.00;14.87;2.41
2013;06;07;00;00;20.52;0.00;0.00;3.75;5.70;83.58;25.64;12.78;10.00;0.00;7.93;0.36
2013;06;08;00;00;21.51;0.00;0.00;30.68;6.90;161.71;27.06;15.13;100.00;0.00;20.53;2.19
2013;06;09;00;00;18.18;2.80;0.00;84.67;10.05;256.57;22.41;14.43;100.00;0.00;18.78;0.36
2013;06;10;00;00;16.50;4.00;0.00;72.67;15.18;256.29;20.00;13.00;100.00;2.00;20.72;6.49
2013;06;11;00;00;17.40;0.70;0.00;61.60;6.33;214.93;21.40;12.99;100.00;10.00;12.96;1.84
2013;06;12;00;00;19.35;0.50;0.00;33.27;6.34;204.97;24.24;13.60;100.00;0.00;13.45;0.36
2013;06;13;00;00;22.21;3.80;0.00;18.13;7.18;174.59;29.07;12.52;100.00;0.00;27.96;0.51
2013;06;14;00;00;16.97;4.80;0.00;74.55;8.37;214.38;22.41;10.92;100.00;0.00;13.01;0.80
2013;06;15;00;00;20.94;0.10;0.00;48.06;12.41;218.53;25.56;14.77;100.00;0.00;26.44;1.61
2013;06;16;00;00;22.38;0.30;0.00;29.67;5.17;140.33;28.03;16.35;100.00;0.00;8.91;0.51
2013;06;17;00;00;26.95;0.00;0.00;1.33;8.48;125.14;34.84;17.85;10.00;0.00;15.84;0.72
2013;06;18;00;00;28.88;0.10;0.00;0.42;8.61;103.74;35.24;22.28;10.00;0.00;19.08;2.41
2013;06;19;00;00;27.89;0.80;0.00;10.67;9.92;140.44;34.22;19.05;60.00;0.00;19.34;2.52
2013;06;20;00;00;21.69;6.30;0.00;83.04;13.20;270.26;24.74;17.44;100.00;4.80;20.28;5.12
2013;06;21;00;00;18.98;1.90;0.00;27.92;11.27;232.04;22.62;14.94;100.00;0.00;18.58;3.96
2013;06;22;00;00;18.62;0.00;0.00;30.08;9.25;249.85;23.09;13.70;100.00;0.00;14.26;3.60
2013;06;23;00;00;17.25;0.70;0.00;76.75;17.01;260.68;19.60;14.12;100.00;0.00;27.70;3.89
2013;06;24;00;00;14.05;7.70;0.00;77.62;17.02;279.84;16.46;11.89;100.00;14.00;20.87;11.30
2013;06;25;00;00;13.62;2.00;0.00;50.79;11.81;315.57;17.21;10.09;100.00;0.00;15.48;6.44
2013;06;26;00;00;14.68;0.00;0.00;43.75;9.38;198.28;19.24;9.43;100.00;0.00;18.09;3.32
2013;06;27;00;00;13.39;2.20;0.00;79.12;7.79;230.22;16.15;10.88;100.00;1.20;15.55;1.94
2013;06;28;00;00;15.33;0.00;0.00;18.38;8.25;255.03;19.85;9.47;100.00;0.00;12.07;1.14
2013;06;29;00;00;15.13;10.40;0.00;79.12;14.55;228.32;17.93;12.43;100.00;10.00;26.32;5.12
2013;06;30;00;00;17.12;1.20;0.00;51.04;6.57;262.98;21.81;12.72;100.00;0.00;11.97;0.80
2013;07;01;00;00;19.45;0.00;0.00;0.28;3.51;211.07;25.55;11.84;5.70;0.00;5.86;1.30
2013;07;02;00;00;22.48;4.80;0.00;41.27;6.19;204.16;27.96;16.61;100.00;0.00;15.02;0.80
2013;07;03;00;00;19.32;12.30;0.00;100.00;13.07;224.29;22.40;17.01;100.00;100.00;22.74;2.88
2013;07;04;00;00;18.44;0.00;0.00;73.33;13.98;281.19;21.75;15.30;100.00;0.00;17.64;6.62
2013;07;05;00;00;20.65;0.00;0.00;19.75;8.16;176.47;26.13;14.86;100.00;0.00;14.06;3.24
2013;07;06;00;00;21.98;0.00;0.00;18.33;9.78;142.34;28.87;15.11;100.00;0.00;18.23;0.36
2013;07;07;00;00;22.27;0.00;0.00;17.25;10.26;171.27;28.71;15.46;100.00;0.00;21.08;1.80
2013;07;08;00;00;22.28;0.00;0.00;25.60;10.50;189.92;28.59;15.34;100.00;0.00;21.24;2.16
2013;07;09;00;00;21.72;6.60;0.00;64.97;4.87;206.08;25.19;17.04;100.00;7.20;10.50;1.44
2013;07;10;00;00;23.29;0.00;0.00;37.64;5.17;154.12;28.47;16.22;100.00;0.00;10.31;1.80
2013;07;11;00;00;20.11;0.00;0.00;38.54;12.78;191.36;24.88;14.42;100.00;0.00;22.20;1.80
2013;07;12;00;00;19.68;0.00;0.00;18.12;5.73;236.66;26.06;13.20;100.00;0.00;11.17;1.14
2013;07;13;00;00;20.84;0.00;0.00;0.46;8.33;263.81;26.66;14.56;9.00;0.00;15.84;0.51
2013;07;14;00;00;21.14;0.00;0.00;1.84;8.87;265.42;27.41;14.24;26.10;0.00;19.11;0.36
2013;07;15;00;00;21.66;0.00;0.00;19.42;11.11;252.03;26.90;15.70;100.00;0.00;22.03;0.00
2013;07;16;00;00;22.54;0.00;0.00;2.35;3.43;183.77;29.20;15.07;55.00;0.00;7.09;1.08
2013;07;17;00;00;23.59;4.00;0.00;79.38;7.27;177.10;28.55;17.23;100.00;0.00;17.11;1.61
2013;07;18;00;00;22.65;1.20;0.00;60.74;7.32;265.89;27.34;17.40;100.00;6.30;14.08;0.80
2013;07;19;00;00;23.00;0.30;0.00;26.21;7.58;178.24;29.40;16.07;100.00;0.00;14.28;0.00
2013;07;20;00;00;23.65;0.00;0.00;3.64;5.27;185.37;30.33;15.78;10.80;0.00;10.83;0.36
2013;07;21;00;00;25.06;0.00;0.00;0.04;4.59;124.98;31.35;17.58;0.90;0.00;10.24;0.36
2013;07;22;00;00;26.99;0.00;0.00;2.25;5.47;155.71;32.29;21.34;10.00;0.00;8.67;3.10
2013;07;23;00;00;27.53;0.50;0.00;16.12;4.96;198.35;33.03;22.31;100.00;0.00;9.73;1.80
2013;07;24;00;00;24.90;1.70;0.00;69.67;7.81;232.12;27.64;20.84;100.00;10.00;13.68;1.08
2013;07;25;00;00;24.98;0.00;0.00;7.83;5.94;178.45;29.37;19.09;100.00;0.00;10.83;0.72
2013;07;26;00;00;27.42;0.00;0.00;16.78;11.05;124.82;34.06;19.45;100.00;0.00;18.36;5.62
2013;07;27;00;00;29.59;0.00;0.00;2.16;10.01;128.05;36.22;23.19;10.00;0.00;14.76;5.63
2013;07;28;00;00;25.97;1.90;0.00;46.72;9.82;186.80;31.73;20.42;100.00;0.00;26.18;1.53
2013;07;29;00;00;19.51;10.40;0.00;87.46;10.11;239.91;20.80;17.41;100.00;0.00;19.48;1.14
2013;07;30;00;00;19.93;1.30;0.00;6.53;11.41;249.10;24.96;13.69;34.00;0.00;16.45;4.35
2013;07;31;00;00;22.47;0.00;0.00;1.67;7.80;221.58;27.90;15.58;10.00;0.00;12.18;2.62
2013;08;01;00;00;25.06;0.00;0.00;0.00;12.24;116.71;32.36;17.61;0.00;0.00;18.03;5.19
2013;08;02;00;00;28.15;0.00;0.00;0.00;9.31;127.43;35.84;21.88;0.00;0.00;14.51;3.89
2013;08;03;00;00;25.91;0.10;0.00;22.00;11.93;267.81;29.26;22.15;100.00;0.00;20.52;0.00
2013;08;04;00;00;24.05;1.00;0.00;48.33;5.07;258.54;29.40;19.03;100.00;0.00;12.10;1.61
2013;08;05;00;00;26.60;0.00;0.00;0.83;5.75;109.70;33.12;19.00;7.20;0.00;13.36;0.51
2013;08;06;00;00;25.80;1.30;0.00;10.35;10.03;205.87;29.69;21.30;69.00;0.00;20.39;2.81
2013;08;07;00;00;21.87;2.00;0.00;73.44;12.17;181.84;27.47;19.07;100.00;6.60;22.66;2.62
2013;08;08;00;00;19.56;8.80;0.00;92.12;8.32;242.78;22.74;16.62;100.00;0.00;13.25;2.10
2013;08;09;00;00;20.05;0.90;0.00;56.71;7.97;263.88;23.73;16.02;100.00;2.00;13.49;1.08
2013;08;10;00;00;20.73;0.00;0.00;3.33;6.93;234.33;25.21;15.32;10.00;0.00;14.18;1.61
2013;08;11;00;00;20.56;0.00;0.00;19.58;8.57;283.39;25.20;15.71;100.00;0.00;14.24;2.90
2013;08;12;00;00;21.54;0.00;0.00;1.46;7.07;237.51;27.31;15.58;10.00;0.00;15.39;1.80
2013;08;13;00;00;19.95;0.50;0.00;46.87;11.51;322.26;23.55;16.95;100.00;0.00;15.54;5.94
2013;08;14;00;00;18.30;0.00;0.00;35.96;8.00;187.28;22.48;12.59;100.00;0.00;14.84;2.55
2013;08;15;00;00;19.08;0.00;0.00;0.42;3.46;130.43;24.98;12.48;10.00;0.00;6.92;0.36
2013;08;16;00;00;22.05;0.00;0.00;1.10;6.86;155.98;28.52;14.69;10.00;0.00;16.65;1.30
2013;08;17;00;00;23.78;0.00;0.00;3.01;7.47;206.58;28.42;18.14;11.40;0.00;16.33;1.14
2013;08;18;00;00;24.15;0.00;0.00;36.44;7.43;214.07;28.75;18.46;100.00;0.00;14.62;1.02
2013;08;19;00;00;20.84;5.70;0.00;68.29;11.55;240.06;24.42;18.54;100.00;0.00;24.84;1.08
2013;08;20;00;00;18.20;0.00;0.00;38.38;6.35;169.06;22.81;12.81;100.00;0.00;11.48;1.44
2013;08;21;00;00;18.44;0.00;0.00;0.17;8.32;116.02;25.81;10.59;2.00;0.00;16.26;1.14
2013;08;22;00;00;19.81;0.00;0.00;17.20;6.90;133.43;26.20;12.78;100.00;0.00;10.48;2.19
2013;08;23;00;00;22.04;0.30;0.00;23.83;6.09;142.54;28.07;14.86;100.00;0.00;11.30;1.61
2013;08;24;00;00;18.86;10.30;0.00;66.38;8.73;204.90;23.43;16.21;100.00;0.00;21.48;1.08
2013;08;25;00;00;16.86;0.00;0.00;50.28;9.33;248.74;20.80;12.62;100.00;0.00;20.32;2.62
2013;08;26;00;00;16.97;0.00;0.00;51.20;5.59;216.92;20.61;11.68;100.00;0.00;9.06;2.16
2013;08;27;00;00;14.97;4.00;0.00;82.58;4.72;255.02;17.75;12.42;100.00;0.00;7.64;1.94
2013;08;28;00;00;17.02;3.10;0.00;51.92;6.49;231.29;20.24;14.16;100.00;0.00;9.57;3.60
2013;08;29;00;00;18.11;0.00;0.00;5.91;4.01;140.03;23.87;11.95;100.00;0.00;8.22;1.61
2013;08;30;00;00;19.10;0.00;0.00;36.62;3.17;206.12;24.47;11.37;100.00;0.00;5.39;0.91
2013;08;31;00;00;19.27;0.00;0.00;45.92;6.45;287.53;24.30;13.48;100.00;0.60;14.77;2.30
2013;09;01;00;00;16.89;0.90;0.00;73.94;8.18;325.82;19.90;13.75;100.00;25.50;16.33;2.10
2013;09;02;00;00;17.40;0.00;0.00;14.41;5.44;272.86;23.31;10.80;81.00;0.00;10.50;0.36
2013;09;03;00;00;20.00;0.00;0.00;1.54;3.79;176.27;26.74;13.53;6.90;0.00;8.71;0.51
2013;09;04;00;00;21.97;0.00;0.00;0.04;7.58;111.84;29.05;15.41;0.90;0.00;12.31;1.44
2013;09;05;00;00;23.64;0.00;0.00;0.00;5.60;179.99;30.16;17.40;0.00;0.00;8.53;1.30
2013;09;06;00;00;24.14;0.00;0.00;9.59;6.95;209.31;29.35;18.01;100.00;0.00;16.45;2.62
2013;09;07;00;00;22.56;2.80;0.00;74.97;5.82;232.12;26.65;18.45;100.00;8.70;13.04;0.36
2013;09;08;00;00;19.22;12.70;0.00;85.04;11.95;259.13;22.14;15.52;100.00;0.00;19.91;3.71
2013;09;09;00;00;16.54;4.80;0.00;42.88;9.80;255.89;20.55;10.95;100.00;0.00;23.40;1.30
2013;09;10;00;00;15.32;5.50;0.00;78.38;14.53;250.38;17.04;12.13;100.00;0.00;21.92;6.64
2013;09;11;00;00;13.52;3.80;0.00;85.58;13.44;245.27;17.79;8.27;100.00;4.80;24.34;3.88
2013;09;12;00;00;13.47;12.80;0.00;95.00;17.49;265.33;15.69;11.76;100.00;60.00;23.42;11.53
2013;09;13;00;00;15.18;0.00;0.00;50.79;7.92;235.42;19.97;9.38;100.00;0.00;11.73;1.02
2013;09;14;00;00;17.78;2.00;0.00;94.96;7.01;219.82;22.16;13.44;100.00;8.00;16.28;0.72
2013;09;15;00;00;16.78;9.10;0.00;90.84;12.92;202.01;20.11;14.72;100.00;4.20;24.45;4.80
2013;09;16;00;00;14.08;3.10;0.00;99.04;16.02;258.81;16.28;10.91;100.00;77.00;23.09;7.57
2013;09;17;00;00;11.88;2.40;0.00;50.80;19.01;256.28;14.94;7.20;100.00;0.00;27.76;8.47
2013;09;18;00;00;15.83;10.10;0.00;93.42;31.27;255.55;18.99;12.12;100.00;10.00;38.94;23.76
2013;09;19;00;00;14.04;2.40;0.00;63.80;11.18;295.89;16.75;10.48;100.00;2.00;22.03;5.80
2013;09;20;00;00;14.42;0.00;0.00;36.47;10.70;242.59;18.84;9.86;100.00;0.00;22.60;0.51
2013;09;21;00;00;15.04;0.00;0.00;29.14;5.63;248.61;20.52;10.24;100.00;0.00;11.28;1.94
2013;09;22;00;00;16.53;0.00;0.00;11.45;5.80;261.78;22.16;11.78;57.00;0.00;14.46;0.36
2013;09;23;00;00;16.56;0.00;0.00;3.82;4.63;255.17;22.31;11.18;14.00;0.00;9.47;0.72
2013;09;24;00;00;17.95;0.00;0.00;10.69;6.85;167.53;24.53;11.75;100.00;0.00;14.92;1.80
2013;09;25;00;00;19.06;0.00;0.00;11.63;7.87;193.43;24.83;12.98;100.00;0.00;18.71;0.51
2013;09;26;00;00;19.92;3.90;0.00;68.46;6.49;211.32;24.42;15.49;100.00;0.00;11.87;3.26
2013;09;27;00;00;18.95;0.00;0.00;62.26;2.83;181.35;23.80;14.78;100.00;3.30;6.85;0.72
2013;09;28;00;00;19.04;0.00;0.00;59.45;3.95;144.47;25.45;12.46;100.00;0.00;7.17;0.00
2013;09;29;00;00;17.90;1.60;0.00;97.21;6.23;182.77;20.23;14.76;100.00;33.00;12.74;1.80
2013;09;30;00;00;16.24;0.00;0.00;70.04;7.72;191.93;19.79;11.89;100.00;0.00;13.04;2.60
2013;10;01;00;00;16.06;0.20;0.00;57.96;4.09;155.68;19.13;12.90;100.00;0.00;12.29;0.97
2013;10;02;00;00;15.08;0.00;0.00;69.38;6.45;82.30;20.76;12.07;100.00;2.00;9.61;4.13
2013;10;03;00;00;15.53;0.20;0.00;76.00;5.58;93.73;23.33;7.59;100.00;30.00;6.62;4.75
2013;10;04;00;00;19.06;0.10;0.00;69.86;3.59;137.09;25.49;14.26;100.00;7.20;4.94;0.25
2013;10;05;00;00;17.82;20.10;0.00;100.00;6.83;240.46;19.58;15.91;100.00;100.00;13.40;1.23
2013;10;06;00;00;14.98;6.10;0.00;100.00;6.78;216.00;15.81;13.85;100.00;100.00;9.28;5.20
2013;10;07;00;00;14.20;0.00;0.00;100.00;5.62;83.57;16.31;12.68;100.00;100.00;8.00;4.12
2013;10;08;00;00;15.38;0.00;0.00;99.58;3.19;323.45;17.33;13.29;100.00;91.00;4.76;1.93
2013;10;09;00;00;15.25;0.00;0.00;81.50;4.96;277.64;17.21;13.91;100.00;10.00;9.44;2.11
2013;10;10;00;00;10.99;16.00;0.00;81.92;12.51;254.71;14.03;6.27;100.00;10.00;19.35;7.48
2013;10;11;00;00;8.09;2.10;0.00;85.21;6.08;164.98;9.97;5.56;100.00;2.00;10.95;1.80
2013;10;12;00;00;8.25;4.30;0.00;74.88;4.47;192.82;10.85;5.95;100.00;0.00;12.24;0.72
2013;10;13;00;00;10.53;0.60;0.00;61.55;7.85;167.89;16.22;6.35;100.00;0.00;17.30;2.19
2013;10;14;00;00;12.66;2.10;0.00;95.79;7.94;176.26;16.26;7.65;100.00;41.00;17.38;0.72
2013;10;15;00;00;13.96;1.30;0.00;64.09;14.47;218.68;17.77;8.33;100.00;0.00;28.04;5.69
2013;10;16;00;00;12.71;19.20;0.00;85.83;9.17;241.05;15.57;9.99;100.00;10.00;22.10;1.30
2013;10;17;00;00;13.66;0.90;0.00;29.52;13.25;252.94;17.25;10.15;100.00;0.00;25.92;4.90
2013;10;18;00;00;12.76;0.00;0.00;23.88;7.23;112.90;17.96;7.41;100.00;1.50;11.17;4.20
2013;10;19;00;00;14.23;0.50;0.00;26.31;10.11;147.25;21.64;6.65;100.00;0.30;15.99;2.60
2013;10;20;00;00;14.73;5.80;0.00;82.30;11.29;138.69;19.46;10.97;100.00;4.80;21.24;4.61
2013;10;21;00;00;14.95;0.00;0.00;88.15;8.65;111.94;19.68;9.15;100.00;3.60;13.25;3.32
2013;10;22;00;00;16.14;0.00;0.00;48.95;15.12;120.54;22.11;10.26;100.00;3.00;21.58;8.21
